id,name,house,house_link,description,added_date,added_by
968,Scherezade,Black Phoenix Alchemy Lab,,"A master storyteller who possessed unfailing courage and compassion, a sharp, quick wit, and a true understanding of human nature. Saffron and Middle Eastern spices swirled through sensual red musk.",2022-04-24 13:48:46,1
969,Schönperchten,Black Phoenix Alchemy Lab,,"The Shining Ones: snow-spattered lavender, bourbon vanilla, white mint, and white amber.",2022-04-24 13:48:46,1
970,School of Venus,Alkemia,,"A voluptuous indulgence of sugar plums, black currants, juicy blood oranges, peach liqueur glowing with warm spices, Madonna lilies, Bourbon roses, Gorse flowers, Tahitian vanilla, ambrette musk, a splash of absinthe, aged oakmoss, vetiver root, and a ‘come hither' waft of Incense of Venus.",2022-04-24 13:48:46,1
971,Schrodinger's Cat,Black Phoenix Alchemy Lab,,"A paradoxical scent experiment! – tangerine, sugared lime, pink grapefruit, oakmoss, lavender, zdravetz, and chocolate peppermint.",2022-04-24 13:48:46,1
972,Scream Queen,Hexennacht,,"pink bubblegum, vanilla bean pod, light musk",2022-04-24 13:48:46,1
973,Scrumtious Sagittarius,Stereoplasm,,"A delicious gingerbread cookie, baked with scintillating spoonfuls of cinnamon, nutmeg, and molasses paired with a refreshing bowl of ripe blueberries",2022-04-24 13:48:46,1
974,Scythe,Possets,,"This is a simple, very natural smelling, earthy blend which I have been dying to do and it's perfect for fall. Dried fields and cassia twine around each other and take advantage of their similarities. This is a very late summer and harvest scent which makes you feel warm in the coldest of days ahead. Very pure, dry, and right for strolls along paths painted with yellow leaves.",2022-04-24 13:48:46,1
975,Sea Girl,Alkemia,,"A sun-kissed summer of beachy ozone and warm skin musk with languidly sensual elements of wild jasmine, sugar cane, double pearl tuberose, hibiscus tea, coconut water, key lime, mandarin, white rum, and clean white patchouli",2022-04-24 13:48:46,1
976,Sea of Glass,Black Phoenix Alchemy Lab,,"Upon the Sea of Glass, glowing with the perfection of spiritual union and the radiance of true wisdom, rests the throne of God. A scent of inimitable purity, crystalline grace, and limitless light.",2022-04-24 13:48:46,1
977,Sea of Gray,Solstice Scents,,"Vanilla rain, saltwater, seaweed, ambergris (vegan), white amber, roasted seashells, white sandalwood, frangipani. Alcohol based extrait.",2022-04-24 13:48:46,1
978,Sed Non Satiata,BPAL,,"demonic passion and brutal sexuality manifested through myrrh, red patchouli, cognac, honey, and tuberose and geranium in a breathy, panting veil over the darkest body musk",2022-04-24 13:48:46,1
979,Sed Non Satiata,Black Phoenix Alchemy Lab,,"A pounding heartbeat coalesced into scent: demonic passion and brutal sexuality manifested through myrrh, red patchouli, cognac, honey, and tuberose and geranium in a breathy, panting veil over the darkest body musk.",2022-04-24 13:48:46,1
980,Seduction Vanille,Alkemia,,"A dreamy, yet grown-up confection of aromatic Mexican vanilla pods, luscious Tahitian vanilla orchids, jasmine flowers, and crystalline sugar cane, enhanced by a blend of delicate white and vanilla musks.",2022-04-24 13:48:46,1
981,September Moon Ritual Oil,Black Baccara,,September Moon Ritual Oil,2022-04-24 13:48:46,1
982,Seraphim,Black Phoenix Alchemy Lab,,"A perfume sacred to the highest of the angelic hosts: calla lily, wisteria, white sandalwood, Damascus rose and frankincense.",2022-04-24 13:48:46,1
983,Seraphim,Possets,,Five vanillas (most of them fat and buttery vanillas cut with lean and sharp vanillas) and are blended with six different ambers which give the hypnotic part to the whole.,2022-04-24 13:48:46,1
984,Sérénade aux Fraises,Freebie,,Perfect for fall yet kinda beachy too!,2022-04-24 13:48:46,1
985,Serene Lace,Poesie,,"Complex and mysterious palo santo opens and is cloaked in the smoky haze of burning cedar wood, then underpinned by the airy vanilla extract note of our Vanille accord. As it fades, it reveals an antique lace accord that adds an ivory-tinged warmth with hints of faded florals and sweet vanilla. Let it wrap you in a diaphanous veil that protects as it uplifts.",2022-04-24 13:48:46,1
986,Serpentine HG,Black Phoenix Alchemy Lab,,"Dorian, Lilith's lavender, snowdrops, and soft vanilla.",2022-04-24 13:48:46,1
987,Seth's Ultimate Vanilla Sugar Cookie,18,,"Vanilla Bean, Crystalline, Warm and buttery Sugar Cookie accord, Sugar, Butter cookie accord, Buttercream and Tahitian Vanilla Bean",2022-04-24 13:48:46,1
988,Seven Ravens,Deconstructing Eden,,"oud, black agar, dark amber, mahogany, black musk, black tea, and patchouli.",2022-04-24 13:48:46,1
989,Seven Stars,Deconstructing Eden,,"Midnight blue sky, sparkling stars, rice, white cedar, and, Buddha's Hand Citrus",2022-04-24 13:48:46,1
990,Shades of Rain,Wylde Ivy,,"The sweet fresh ozone fragrance of water and emerald green moss kissed by white bergamot, raspberry leaf, jasmine, and aloe water.",2022-04-24 13:48:46,1
991,Shadow Show,FuturePrimitive Soap Co.,,"Blackened pomegranate juice, plum compote spiked with pink pepper, clove & cinnamon and the rising smoke of frankincense tears, patchouli leaf, sticky amber resin, tree moss, and caramelised sugar.",2022-04-24 13:48:46,1
992,Shadow Witch Orchid,Black Phoenix Alchemy Lab,,"Orchid tubers have been used extensively by witches in their love philtres, both to promote amorous attention and the attainment of true love, and, conversely, to wither misplaced passions and sever romantic bonds. This perfume is a dusky orchid, subdued and ethereal.",2022-04-24 13:48:46,1
993,Shah Jahan and Mumtaz Mahal,Possets,,"As close to divinity and you can get, as close to perfect mortal love as possible. Rare Bulgarian Zdravetz combined with ylang ylang and a smoothing of rare and perfect red musk. A strong suggestion of patchouli of the finest aged variety, finished off with a kiss of oude infused lips, and a dollop of real Tahitian vanilla bean aged infusion and I can think of no other perfume which so closely resembles that love of loves which Shah Jahan held for his beloved Mumtaz. Today you can see the rendering of a devotion in marble as the Taj Mahal, in life they loved so passionately that she died giving birth to their 16th child. A strong and sexual blend, oriental in the most classic sense.",2022-04-24 13:48:46,1
994,She,Deconstructing Eden,,"Spun sugar, clean white sheets, pink peonies, delicate white lilacs, and, sweet carnations.",2022-04-24 13:48:46,1
995,She Dreams in Digital,Andromeda's Curse,,"Icy Blueberries, Sea Salt, Lavender, Ylang-ylang, Oakmoss, Sandalwood and the Inevitability of Entropy",2022-04-24 13:48:46,1
996,She Poisoned the Strawberries,Death and Floral,,"Fresh picked strawberries, the musk of a scorned lover, cold sparkling champagne.",2022-04-24 13:48:46,1
997,Shimmer,CocoaPink,,"Sparkling notes of purple freesia, white tea, wild strawberries, bergamot, sweet pistachio macaroons, sandalwood spiked with soft vanilla.",2022-04-24 13:48:46,1
998,Shinrin-Yoku,Alkemia,,"Bitter orange, Yuzu, Spicebush, Alpine conifers, Green patchouli, Vetiver, Wet clay, Forest loam",2022-04-24 13:48:46,1
999,Sick of Love,Stereoplasm,,Light blue and delightfully empowering; elderberry cotton candy melting into blue tansy and freshly popped champagne on a cool rainy night,2022-04-24 13:48:46,1
1000,Silken Tent,Alkemia,,"Candied angelica, chrysanthemums, white flowering Nardo, clove flowers, jasmine-scented rice pudding, blonde caramel, infused with golden amber.",2022-04-24 13:48:46,1
1001,Silken Tent Ultime,Alkemia,,"Candied angelica, chrysanthemums, white flowering Nardo, clove flowers, jasmine-scented rice pudding, blonde caramel, infused with golden amber.",2022-04-24 13:48:46,1
1002,Silver Amber,Possets,,"Silver Amber contains five ambers (lemony, resiny, sweet, dry, and a pollen-like amber) cozying up to the marvelous base we use in the silver line.",2022-04-24 13:48:46,1
1003,Silver Cedar,Possets,,"Vanilla, a hint of light florals, a bit of lemon and Virginia Cedar.",2022-04-24 13:48:46,1
1004,Silver Sky,Alkemia,,"Rainwater musk, oceanic grey amber, muget, daffodil, silver needle tea, galbanum, and white cedar",2022-04-24 13:48:46,1
1005,Silver Vanilla,Possets,,"The famous and fabulous Possets' ""silver"" accord combined with some very special vanillas (plural). One sort of vanilla is not enough, this is a combination of: plush, dry, sweet, and resinous vanillas of the most orgasmic sorts.",2022-04-24 13:48:46,1
1006,Simply Rose,Laurel + June,,"White musk, white amber, gorgeous rose blooms",2022-04-24 13:48:46,1
1007,Sin,Black Phoenix Alchemy Lab,,"Thouroughly corrupted: amber, sandalwood, black patchouli and cinnamon.",2022-04-24 13:48:46,1
1008,Skiing on Europa,Fyrinnae,,"The atmosphere of a distant moon, not as habitable for mammals as Earth, the thin air reminiscent of high mountain elevations before snowfall. Cold, and ozonic like petrichor.",2022-04-24 13:48:46,1
1009,Skin Musk,Alpha Musk,,"the not so sweaty, not so dirty, basic skin clean, but not too soapy.",2022-04-24 13:48:46,1
1010,Sky Amber,18,,"Ethereal Vanilla essence, Crystalline essence, Vanilla Bean Absolute, Vanilla Cream, Cardamom, Egyptian Cedar, Egyptian Frankincense, Egyptian Sandalwood, Egyptian Rock Rose, Egyptian Patchouli, Egyptian Siam and Bastet Amber essence.",2022-04-24 13:48:46,1
1011,Sleepy,LuvMilk,,Spanish lavender and vanilla.,2022-04-24 13:48:46,1
1012,Slime Queen,Black Phoenix Alchemy Lab,,Slime Queen is a cotton candy Dorian variant,2022-04-24 13:48:46,1
1013,Sloth,Black Phoenix Alchemy Lab,,"Thick, dark, sluggish and heavy with indolence: vetiver over black myrrh.",2022-04-24 13:48:46,1
1014,Smitten Pretty,Land of Aahs,,Inspired by Lush Sex Bomb - Soft white floral notes blend with beautiful notes of violet and then finish with a sultry muskiness to form this best seller.,2022-04-24 13:48:46,1
1015,Smokestack,Black Phoenix Alchemy Lab,,"Creosote, coal, and industrial waste.",2022-04-24 13:48:46,1
1016,Snake Oil,Black Phoenix Alchemy Lab,,"Our signature scent, our first perfume: deep, rich earthy notes swirled with vegetal musks, sugared vanilla bean, and dark spices.",2022-04-24 13:48:46,1
1017,Snake's Kiss,Black Phoenix Alchemy Lab,,"Snake Oil with sugar, honeycomb, and thick vanilla cream.",2022-04-24 13:48:46,1
1018,Snake's Kiss 2018,Black Phoenix Alchemy Lab,,"Snake Oil with sugar, honeycomb, and thick vanilla cream.",2022-04-24 13:48:46,1
1019,Snake's Kiss HG,Black Phoenix Alchemy Lab,,"Snake Oil with sugar, honeycomb, and thick vanilla cream.",2022-04-24 13:48:46,1
1020,Snooty Rose,Black Phoenix Alchemy Lab,,"Red rose, oud, plum, bergamot, and red sandalwood.",2022-04-24 13:48:46,1
1021,Snow Cat 2019,Nui Cobalt,,"The very essence of Hygge: lightly toasted marzipan, ivory amber, chilled coconut milk, and the soft fur of a purring kitten.",2022-04-24 13:48:46,1
1022,Snow Flurry,Kheimistrii,,"Warm spices, vanilla, a drop of brazilian orange and a twist of italian lemon oil all cozily blanketed around blue cypress.",2022-04-24 13:48:46,1
1023,Snow White 2013,Black Phoenix Alchemy Lab,,"A chilly, bright perfume: flurries of virgin snow, crisp winter wind and the faintest breath of night-blooming flowers.",2022-04-24 13:48:46,1
1024,Snow Witch: Embers,Arcana,,"The cozy scents of a winter witch's cottage hearth. Rich, sticky caramel, smoky Japanese Hiba woods, warm cardamom, and pink Himalayan sea salt.",2022-04-24 13:48:46,1
1025,Snowflake and Spidersilk,Nui Cobalt,,"Slender strands of cotton flower hung with trembling dewdrops, cold crystalline musk, tiny black vanilla beans, grapefruit sorbet, fresh ginger root, and fluffy white meringue.",2022-04-24 13:48:46,1
1026,Snowmint Mallow,Solstice Scents,,"Peppermint, Vanilla Cake, Sugar Cookies, Flaked Coconut & Marshmallow Crème.",2022-04-24 13:48:46,1
1027,Snowy Woolly,18,,"Vanilla essence, Indian Sandalwood, French Vanilla, Coconut Husk, Bastet's Musk absolute and White Sandalwood",2022-04-24 13:48:46,1
1028,Soft Cat,Stereoplasm,,"Sunday morning biscuits, sticky marshmallow fluff, warm vanilla toe beans and soft mews under piles of sun-dried cashmere.",2022-04-24 13:48:46,1
1029,Sol Invictus,Alkemia,,"a specially aged blend of fine frankincenses drenched with a slightly woody, luminously golden trio of ambers.",2022-04-24 13:48:46,1
1030,Soliloquy,Little Book Eater,,"Rose Petals, Berries, Apple, Fig, Spun Sugar, Coconut Cream",2022-04-24 13:48:46,1
1031,Somnus,Black Phoenix Alchemy Lab,,"Named after the Roman God of Sleep. This blend helps bring on deep, restful, natural sleep.",2022-04-24 13:48:46,1
1032,Southern Grace,Cocoa Pink,,"Watermelon combines gracefully in this fragrance with black dahlia, freesia, lychee, pralines and a touch of vanilla musk.",2022-04-24 13:48:46,1
1033,Spankenstein,Hexennacht,,"Soft, sweet, marshmallow fluff, orange blossom, lemon cake, and a fistful of faded roses.",2022-04-24 13:48:46,1
1034,Spectre,Hexennacht,,"Hex-blend solinote of vanilla, vanilla, and more vanilla. NO bakery/caramel notes",2022-04-24 13:48:46,1
1035,Spell Gal,Smelly Yeti,,"An old school witch with modern ways. Or is it the other way around? Witchiness in a bottle. Incenses, resins, cedar, pink peppercorn, smoky clary sage and dark oud with a bright flash of lemon. Feminine.",2022-04-24 13:48:46,1
1036,Spider Silk,Haus of Gloi,,"Procured from a dream: delicate water mint, wispy grey musk, crystalline webs of amber, oakmoss, torchwood, copaiba resin, and a touch of withered violet leaf.",2022-04-24 13:48:46,1
1037,Spidora,Whisper Sisters,,"Red licorice, sugar, clove, aged patchouli",2022-04-24 13:48:46,1
1038,Spirit,Deconstructing Eden,,"White amber, sea salt, wood violets, Bulgarian lavender, palo santo wood and a trace of freesia.",2022-04-24 13:48:46,1
1039,Splendiferous,Haus of Gloi,,"White cake, lemon zest glaze and sugared violets",2022-04-24 13:48:46,1
1040,Splendor Skin Oil Punk Love,Black Hearted Tart,,Tonka bean grounded with sandalwood and musk adds depth. Amber and vanilla add a little bit of sweetness.,2022-04-24 13:48:46,1
1041,Spooktacular,18,,"Vanilla Essence, Mallow Root, Whispers of Sugar and UnEarthly Spooktacular Vanilla Bean pods. New formulation with Bastet's Ice Cream Accord.",2022-04-24 13:48:46,1
1042,Spun,Alpha Musk,,"the warmest melt in your mouth soft homemade cotton candy spun with french vanilla, the faintest hint of homemade wild berry and plum jam, labdunum, a tiny touch of dry incense & soft florals but it all sort of just gives the cotton Candy life and texture!",2022-04-24 13:48:46,1
1043,Spun Sugar,Cocoa Pink,,"A more realistic cotton candy blend with fresh strawberry, sugar and sweet vanilla.",2022-04-24 13:48:46,1
1044,Stevie,Smell Bent,,"Apricot, almond, patchouli essence, orris, vanilla absolute and sandalwood",2022-04-24 13:48:46,1
1045,Stimulating Sassafras Strengthener,Black Phoenix Alchemy Lab,,"Sassafras, vanilla extract, oak leaf, CO2 butter extract, and onycha.",2022-04-24 13:48:46,1
1046,Stinky,Black Phoenix Alchemy Lab,,"A cure for sweaty bits and sticky wilting. Stinky is a summer refresher 'foom for people that don't dig run-of-the-mill ""clean"" scents: newly-washed skin with a dusting of milk, white honey, and baby powder.",2022-04-24 13:48:46,1
1047,Stolas,Fantôme,,"Bluebells, an unburnt cedar offering, cool night air, lavender, soft owl feathers, blueberries, & a hint of dark chocolate",2022-04-24 13:48:46,1
1048,Storge,Black Phoenix Alchemy Lab,,"Lavender-enveloped Snake Oil with cotton candy, honey, and rosewater.",2022-04-24 13:48:46,1
1049,Stormclouds Over The Midway,Black Phoenix Alchemy Lab,,"Thunder-charged ozone, plum-colored incense smoke, opium tar, and wormwood.",2022-04-24 13:48:46,1
1050,Strawberries Crave Helios,Arcana,,"Strawberry jam with juicy blackberries, lemonade, limeade, and pure white amber.",2022-04-24 13:48:46,1
1051,Strawberries Crave Ice Cream,Arcana,,"Pink strawberries are crushed with Mexican vanilla beans and blended into vegan accords of fresh milk, sugar, and cream.",2022-04-24 13:48:46,1
1052,Strawberries Crave Indulgence,Arcana,,"French vanilla, white amber, sugared vanilla beans, caramel, lady finger cookies, opium, strawberry creme, and the faintest whiff of tobacco.",2022-04-24 13:48:46,1
1053,Strawberries Crave Pie,Arcana,,"Pink and red strawberries with tender pie crust, vanilla bean, and a sprinkling of brown and white sugars.",2022-04-24 13:48:46,1
1054,Strawberries Crave Rococo,Arcana,,"Tiny strawberries with Madagascar vanilla, Tahitian vanilla, apricot, white musk, and skin musk.",2022-04-24 13:48:46,1
1055,Strawberries Crave Vanilla,Arcana,,"Strawberries ripened on the vine, Tahitian vanilla bean, the warmth of the sun, and a hint of sugared patchouli.",2022-04-24 13:48:46,1
1056,Strawberries Crave Waterfalls,Arcana,,"Rain, woodland strawberries, fresh water, petitgrain, osmanthus, clover, and smooth amber.",2022-04-24 13:48:46,1
1057,Strawberry #4,Arcana,,No notes.,2022-04-24 13:48:46,1
1058,Strawberry Cheesecake Cotton Candy,18,,"Cheesecake/Cream Cheese accord, Castor Sugar accord, Strawberry Cream, Strawberry skin, Vanilla and Cotton Candy accord Vegan",2022-04-24 13:48:46,1
1059,Strawberry Cream Puff,Black Hearted Tart,,"Juicy, ripe summer strawberries are drizzled with simple syrup and topped with generous dollops of sweet vanilla cream. We added tonka bean to the base to keep it from being too innocent, because we all know they were not singing about dessert.",2022-04-24 13:48:46,1
1060,Strawberry Crystalline,18,,Fresh Strawberry delicately balanced in a blend of Red Apple and soft Pink Jasmine notes poured over by the essence of Studio Limited - Crystalline and the pureness of the stigma of a Vanilla Orchid.,2022-04-24 13:48:46,1
1061,Strawberry Gashes,Andromeda's Curse,,"Soft pink cherry blossom petals and ripe, red strawberries",2022-04-24 13:48:46,1
1062,Strawberry Moon 2009,Black Phoenix Alchemy Lab,,"Wild strawberries, strawberry flower, vanilla-infused sugar, early summer grasses, and milky dandelion sap.",2022-04-24 13:48:46,1
1063,Strawberry Moon 2019,Black Phoenix Alchemy Lab,,"Wild strawberries, strawberry flower, vanilla-infused sugar, a drop of strawberry-infused benzoin, early summer grasses, and milky dandelion sap.",2022-04-24 13:48:46,1
1064,Strawberry Noel Linen Mist,Cocoa Pink,,"A perfectly balanced fresh strawberry that smells like real berries (not plasticy bubblegum strawberry), blended with VBN.",2022-04-24 13:48:46,1
1065,Strawberry Party,Poesie,,"juicy sweet strawberries, delicate white almond cake, whipped cream.",2022-04-24 13:48:46,1
1066,Strawberry Shake Ice Cream,18,,"Strawberry accord, Coconut Cream, Vanilla-Soy accord blended into Bastet's Ice Cream of Vanilla Crystalline Cream, Butter accord, Caramel Accord, French Vanilla Bean Absolute, Vanilla Milk accord, Vanilla Orchid, Crystalline Absolute and Vanilla Sugar.",2022-04-24 13:48:46,1
1067,Strawberry Shortcake,18,,"Strawberry Shortcake: Strawberry Seeds, Strawberry Essence, Shortcake Accord, Vanilla Bean Essence, Vanilla Cream Accord, Vanilla Cake Accord, Delicieux Absolute blend",2022-04-24 13:48:46,1
1068,Strawberry Soda Snail,18,,"Strawberry accord, Raspberry and Peach accord, Skin Musk, Studio Limited Tahitian Vanilla Absolute, Vanilla Bean and Aged Studio Vanilla bean resin",2022-04-24 13:48:46,1
1069,Strawberry Sufganiyot,Black Phoenix Alchemy Lab,,"A sugar-dusted pile of sufganiyot, trickling bright rivulets of strawberry jelly.",2022-04-24 13:48:46,1
1070,Strength,Andromeda's Curse,,"Coffee, Marshmallow, Milk Chocolate, Coumarin, Brown Sugar, Whipped Vanilla Frosting",2022-04-24 13:48:46,1
1071,Succubi,Andromeda's Curse,,"Soft rose petals, seductively sweet marshmallow, and a sticky glaze of raspberry jam",2022-04-24 13:48:46,1
1072,Succubus,Black Phoenix Alchemy Lab,,"Bat-winged, flame-eyed, and possessed of an unearthly, perfect beauty: the Daughters of Lilith, the Succubi, invade the dreams of men and lie with them in rapturous, unholy sexual union. The scent of their skin is bittersweet, dusky and terminally seductive. Mimosa, orange blossom, neroli and bergamot with a drop of sweet clove.",2022-04-24 13:48:46,1
1073,Such Great Heights,Black Hearted Tart,,"dark and heady floral fragrance of red roses, violets, and lilacs. Green vibes are enhanced with herbaceous additions of cannabis and rosemary. A luxurious base of incense made with sandalwood and cedar gives it a hedonistic and bohemian feel. A dash of cloves and black pepper elevates the fragrance further.",2022-04-24 13:48:46,1
1074,Sucre Bleu,Hexennacht,,"A veritable sweet-shop explosion: pink gumballs, Juicy Fruit gum, gummy bears, Pop Rocks, rainbow candy-coated popcorn, Skittles, caramel chews, Twinkies, marshmallow Peeps, red licorice whips, Sour Patch Kids, caramel corn, Smarties, cotton candy, waffle cone, peachy gummy rings, jawbreakers, candy corn, gummy cola bottles.",2022-04-24 13:48:46,1
1075,Sudha Segara,Black Phoenix Alchemy Lab,,"Named after the primordial ocean of milk where Lord Vishnu reclines upon the thousand-headed Naga. Sweet milk and warm, healing ginger with a touch of golden honey and our blend of Ambrosia.",2022-04-24 13:48:46,1
1076,Sufganiyot,Hexennacht,,sugar-encrusted doughnuts filled with magenta blobs of raspberry filling.,2022-04-24 13:48:46,1
1077,Sugar,Skin Like Butter,,"Sweet, sophisticated, and sexy. A little touch of musk makes this over the top good.",2022-04-24 13:48:46,1
1078,Sugar Bunny,18,,"Sugar, Rice Milk, Bastet's Tahitian Vanilla Ice Cream accord, Vanilla Bean, Drizzle of Caramelized Pink Sugar accord and Horchata spices (light spices of clove, nutmeg, allspice and cinnamon)",2022-04-24 13:48:46,1
1079,Sugar Cat,NAVA,,"Studio Limited Moonstone Vanilla Absolute, Rice Milk, Blue Sugar, Cardamom, Bastet's French Vanilla Ice Cream accord and Horchata spices (light spices of clove, nutmeg, allspice and cinnamon)",2022-04-24 13:48:46,1
1080,Sugar Cookie HG,Black Phoenix Alchemy Lab,,"This time, with sprinkles!",2022-04-24 13:48:46,1
1081,Sugar Cookie Snake Oil,Black Phoenix Alchemy Lab,,The sexiest cookie in town.,2022-04-24 13:48:46,1
1082,Sugar Penguin,NAVA,,"Sugar, Rice Milk, Crystalline, Peppermint Spun Sugar, Marshmallow, Pink Sugar, White Lily, Apricot and Strawberry",2022-04-24 13:48:46,1
1083,Sugar Raccoon,18,,"Sugar, Rice Milk, Vanilla Bean, Buttercream Icing, Honey, Butterscotch and Cream Cheese accord",2022-04-24 13:48:46,1
1084,Sugar Shack,Alchemic Muse,,This delicious confection will make you absolutely edible! Freshly baked sugar cookies with crushed macadamia nuts topped with buttered toffee morsels and drizzled with white chocolate.,2022-04-24 13:48:46,1
1085,Sugar Skull 2005,Black Phoenix Alchemy Lab,,"Vibrant with the joy and sweetness of life in death! A blend of five sugars, lightly dusted with candied fruits.",2022-04-24 13:48:46,1
1086,Sugar-Slathered Candied Apple,Black Phoenix Alchemy Lab,,Sugar-Slathered Candied Apple -- With a dollop of caramel!,2022-04-24 13:48:46,1
1087,Summer Solstice,Andromeda's Curse,,"Hot summer air, wild overgrown woodland, & ripe strawberries straight from the vine.",2022-04-24 13:48:46,1
1088,Sunday Mourning,Hexennacht,,"Freshly-juiced blood oranges, stacks of buttermilk pancakes, rivulets of maple syrup, and a melty pat of butter.",2022-04-24 13:48:46,1
1089,Sundrunk,Imaginary Authors,,"Neroli, Rhubarb, Honeysuckle, Rose Water, Orange Zest, First Kiss",2022-04-24 13:48:46,1
1090,Sunshine,Smell Bent,,"Sun warmed blood oranges, rich sandalwood, vanilla-drenched resins and a golden musk base",2022-04-24 13:48:46,1
1091,Sunshine Musk,Alpha Musk,,my bright ethereal yellow musk combined with sparkling aldehydes and tangerine and blood orange e.o. It's a touch of extra but remains so bright and airy.,2022-04-24 13:48:46,1
1092,Surprise Ejaculation,Black Phoenix Alchemy Lab,,"White pear, white champaca, pink grapefruit, and effervescent white musk.",2022-04-24 13:48:46,1
1093,Surrender of Solitude,Alkemia,,"Dark merlot wine, cashmere blankets, meditative Japanese incense, peony petals",2022-04-24 13:48:46,1
1094,Sweet Patootie,Alpha Musk,,"Harmonious White lilies, creamy silk, pink salt water taffy, creamy musk, marshmallow, vanilla beans",2022-04-24 13:48:46,1
1095,Sweet Pea,Skin Like Butter,,Beautiful delicate floral.,2022-04-24 13:48:46,1
1096,Sweet Santalum Milk,18,,A Sweet Milk accord caramelized (nuances of caramel corn) blended with true Sandalwood (Santalum) oil.,2022-04-24 13:48:46,1
1097,Sweet Talk,Deep Midnight,,"Caramel, Spun Sugars, Pink Cocoa, White Florals, Raspberries, Blush Apricots",2022-04-24 13:48:46,1
1098,Sweets to the Sweet,Black Phoenix Alchemy Lab,,"Sugar upon sugar, honey upon honey: white cane sugar and honey absolute.",2022-04-24 13:48:46,1
1099,Sybaris,Black Phoenix Alchemy Lab,,"Bright violet with sweet clove, Mediterranean incense notes and tonka bean.",2022-04-24 13:48:46,1
1100,Tamora,Black Phoenix Alchemy Lab,,"Amber, heliotrope, golden sandalwood, peach blossom and vanilla bean.",2022-04-24 13:48:46,1
1101,Taro Milk Tea,Stereoplasm,,"Loose black tea leaves steeped in lightly sweetened milk and blended with sweet, creamy taro root.",2022-04-24 13:48:46,1
1102,Tatami,Fantôme,,"Warm, earthy, resinous. The welcoming, familiar scent of a Japanese temple. Tatami (rice straw mats), warmed in the sun, with soothing temple incense.",2022-04-24 13:48:46,1
1103,Tea & Macarons linen spray,Cocoa Pink,,Aromatic green matcha tea with delicate jasmine sambac absolute; and a perfect plate of irresistible almond macarons.,2022-04-24 13:48:46,1
1104,Tea & Vanilla,18,,"White Tea, Earl Grey Tea with soft billows during the wear from Bastet's Ice Cream Absolute, Crystalline, Bourbon Vanille, Tonka Bean, Moonstone essence and Cotton Vanilla NA accord",2022-04-24 13:48:46,1
1105,Tea Roses and Lace,Black Phoenix Alchemy Lab,,"An opium-addled Victorian Easter: sugar-spun vanilla lace, black tea with cream, black tobacco and opium tar, a smear of chocolate, lavender-iced cookie crumbs, wilted tea roses, a burst of pink peony, green cognac, and a lacquered white musk.",2022-04-24 13:48:46,1
1106,Telegrama,Imaginary Authors,,"Talc, Lavender Absolute, Black Pepper, Teak, Amyris, Vanilla Powder, Fresh Linens",2022-04-24 13:48:46,1
1107,Tell it to the Moon,Sugar and Spite,,"Precious woods, cashmere vanilla, resin, spice, and a swirl of bright mandarin.",2022-04-24 13:48:46,1
1108,Tempestarii,Andromeda's Curse,,"Grey cumulonimbus clouds, a crash of lightning, a shift in the atmosphere, and a tumultuous downpour. Notes of Thunderstorm, Mud, Petrichor.",2022-04-24 13:48:46,1
1109,Temple NA: Tranquility,18,,"Dark Sandalwoods, Pure rich warm smoke, Musk Incense, Musk Florals and Egyptian Woods. For Temple NA: Tranquility (our first of six Temple NA Limited Editions) we blended the soft allure of the Vanilla from Eternal Ankh, the breath of Crystal (Vanilla Musk) and the suppleness of Crimson (Egyptian Red skin Musk).",2022-04-24 13:48:46,1
1110,Temptation,Alkemia,,An irresistible temptation. Crème de violet macarons pillowing centers of white chocolate ganash and a kiss of candied Parma violets.,2022-04-24 13:48:46,1
1111,Temptation Ultime,Alkemia,,An irresistible temptation. Crème de violet macarons pillowing centers of white chocolate ganash and a kiss of candied Parma violets.,2022-04-24 13:48:46,1
1112,Tenochtitlan,Black Phoenix Alchemy Lab,,"The greatest of all Aztec cities, and capital of their empire. Amber, hyssop, coriander, epazote, Mexican sage, prickly pear and Mexican tulip poppy.",2022-04-24 13:48:46,1
1113,Thank you for Being a Friend,Sucreabeille,,Key lime cheesecake with graham cracker crust,2022-04-24 13:48:46,1
1114,The Antikythera Mechanism,Black Phoenix Alchemy Lab,,"Teakwood, oak, black vanilla, and tobacco.",2022-04-24 13:48:46,1
1115,The Beguiling of Merlin,18,,"Golden and Black Honey, White Cognac, Kashmir Musk Absolute, Arabian Oudh (ICONS), Crimson and White Musk with a hint of Cola root as a vesper to beguiling of Merlin.",2022-04-24 13:48:46,1
1116,The Bell Witch,Hexennacht,,"Blood musk, ebon musk, feral musk, nag champa, sandalwood, incense, guaiacwood, vanilla, bergamot, aged dark patchouli, woodsmoke, amber.",2022-04-24 13:48:46,1
1117,The Best Lies,Black Phoenix Alchemy Lab,,The melodious sweetness of false fortunes: sugar-swept honey and rose.,2022-04-24 13:48:46,1
1118,The Caterpillar,Black Phoenix Alchemy Lab,,"Heavy incense notes waft lazily through a mix of carnation, jasmine, bergamot, and neroli over a lush bed of dark mosses, iris blossom, deep patchouli and indolent vetiver.",2022-04-24 13:48:46,1
